epoc (ms),timestamp (-0400),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1.63E+12,2021-09-29T13.36.39.814,8.962,-0.628,0.689,0.494
1.63E+12,2021-09-29T13.36.39.820,8.968,-0.628,0.689,0.491
1.63E+12,2021-09-29T13.36.39.825,8.973,-0.628,0.691,0.494
1.63E+12,2021-09-29T13.36.39.829,8.977,-0.634,0.692,0.495
1.63E+12,2021-09-29T13.36.39.835,8.983,-0.631,0.691,0.497
1.63E+12,2021-09-29T13.36.39.839,8.987,-0.633,0.692,0.492
1.63E+12,2021-09-29T13.36.39.845,8.993,-0.632,0.691,0.492
1.63E+12,2021-09-29T13.36.39.849,8.997,-0.629,0.688,0.49
1.63E+12,2021-09-29T13.36.39.855,9.003,-0.631,0.688,0.494
1.63E+12,2021-09-29T13.36.39.860,9.008,-0.63,0.686,0.494
1.63E+12,2021-09-29T13.36.39.864,9.012,-0.628,0.688,0.493
1.63E+12,2021-09-29T13.36.39.870,9.018,-0.627,0.686,0.493
1.63E+12,2021-09-29T13.36.39.874,9.022,-0.63,0.687,0.495
1.63E+12,2021-09-29T13.36.39.880,9.028,-0.627,0.687,0.495
1.63E+12,2021-09-29T13.36.39.885,9.033,-0.628,0.686,0.494
1.63E+12,2021-09-29T13.36.39.890,9.038,-0.629,0.69,0.493
1.63E+12,2021-09-29T13.36.39.895,9.043,-0.632,0.69,0.494
1.63E+12,2021-09-29T13.36.39.901,9.049,-0.629,0.688,0.495
1.63E+12,2021-09-29T13.36.39.905,9.053,-0.628,0.69,0.494
1.63E+12,2021-09-29T13.36.39.910,9.058,-0.63,0.691,0.493
1.63E+12,2021-09-29T13.36.39.915,9.063,-0.631,0.69,0.493
1.63E+12,2021-09-29T13.36.39.920,9.068,-0.629,0.689,0.494
1.63E+12,2021-09-29T13.36.39.926,9.074,-0.628,0.688,0.495
1.63E+12,2021-09-29T13.36.39.930,9.078,-0.625,0.69,0.494
1.63E+12,2021-09-29T13.36.39.936,9.084,-0.626,0.69,0.494
1.63E+12,2021-09-29T13.36.39.940,9.088,-0.626,0.687,0.495
1.63E+12,2021-09-29T13.36.39.945,9.093,-0.625,0.685,0.497
1.63E+12,2021-09-29T13.36.39.951,9.099,-0.625,0.687,0.495
1.63E+12,2021-09-29T13.36.39.955,9.103,-0.628,0.684,0.492
1.63E+12,2021-09-29T13.36.39.961,9.109,-0.629,0.688,0.495
1.63E+12,2021-09-29T13.36.39.965,9.113,-0.628,0.687,0.493
1.63E+12,2021-09-29T13.36.39.971,9.119,-0.632,0.688,0.49
1.63E+12,2021-09-29T13.36.39.975,9.123,-0.629,0.689,0.491
1.63E+12,2021-09-29T13.36.39.980,9.128,-0.63,0.693,0.493
1.63E+12,2021-09-29T13.36.39.986,9.134,-0.632,0.691,0.492
1.63E+12,2021-09-29T13.36.39.990,9.138,-0.634,0.688,0.493
1.63E+12,2021-09-29T13.36.39.996,9.144,-0.633,0.688,0.496
1.63E+12,2021-09-29T13.36.40.000,9.148,-0.63,0.69,0.496
1.63E+12,2021-09-29T13.36.40.006,9.154,-0.63,0.689,0.492
1.63E+12,2021-09-29T13.36.40.011,9.159,-0.631,0.686,0.494
1.63E+12,2021-09-29T13.36.40.015,9.163,-0.629,0.687,0.491
1.63E+12,2021-09-29T13.36.40.021,9.169,-0.626,0.686,0.494
1.63E+12,2021-09-29T13.36.40.025,9.173,-0.626,0.684,0.496
1.63E+12,2021-09-29T13.36.40.031,9.179,-0.63,0.686,0.494
1.63E+12,2021-09-29T13.36.40.036,9.184,-0.626,0.688,0.493
1.63E+12,2021-09-29T13.36.40.041,9.189,-0.626,0.688,0.492
1.63E+12,2021-09-29T13.36.40.046,9.194,-0.629,0.691,0.492
1.63E+12,2021-09-29T13.36.40.052,9.2,-0.633,0.69,0.493
1.63E+12,2021-09-29T13.36.40.056,9.204,-0.633,0.687,0.495
1.63E+12,2021-09-29T13.36.40.060,9.208,-0.63,0.689,0.496
1.63E+12,2021-09-29T13.36.40.066,9.214,-0.63,0.691,0.498
1.63E+12,2021-09-29T13.36.40.071,9.219,-0.629,0.692,0.491
1.63E+12,2021-09-29T13.36.40.077,9.225,-0.63,0.688,0.491
1.63E+12,2021-09-29T13.36.40.081,9.229,-0.627,0.687,0.494
1.63E+12,2021-09-29T13.36.40.087,9.235,-0.626,0.687,0.494
1.63E+12,2021-09-29T13.36.40.091,9.239,-0.628,0.687,0.493
1.63E+12,2021-09-29T13.36.40.096,9.244,-0.628,0.687,0.491
1.63E+12,2021-09-29T13.36.40.101,9.249,-0.629,0.686,0.495
1.63E+12,2021-09-29T13.36.40.106,9.254,-0.626,0.684,0.495
1.63E+12,2021-09-29T13.36.40.112,9.26,-0.627,0.686,0.492
1.63E+12,2021-09-29T13.36.40.116,9.264,-0.631,0.689,0.493
1.63E+12,2021-09-29T13.36.40.122,9.27,-0.63,0.688,0.495
1.63E+12,2021-09-29T13.36.40.126,9.274,-0.628,0.689,0.494
1.63E+12,2021-09-29T13.36.40.131,9.279,-0.633,0.687,0.49
1.63E+12,2021-09-29T13.36.40.137,9.285,-0.63,0.69,0.494
1.63E+12,2021-09-29T13.36.40.141,9.289,-0.633,0.69,0.493
1.63E+12,2021-09-29T13.36.40.147,9.295,-0.631,0.688,0.494
1.63E+12,2021-09-29T13.36.40.151,9.299,-0.632,0.688,0.494
1.63E+12,2021-09-29T13.36.40.157,9.305,-0.629,0.689,0.492
1.63E+12,2021-09-29T13.36.40.161,9.309,-0.628,0.688,0.493
1.63E+12,2021-09-29T13.36.40.167,9.315,-0.627,0.686,0.494
1.63E+12,2021-09-29T13.36.40.172,9.32,-0.629,0.687,0.494
1.63E+12,2021-09-29T13.36.40.176,9.324,-0.626,0.685,0.495
1.63E+12,2021-09-29T13.36.40.182,9.33,-0.629,0.684,0.493
1.63E+12,2021-09-29T13.36.40.186,9.334,-0.626,0.686,0.494
1.63E+12,2021-09-29T13.36.40.192,9.34,-0.627,0.689,0.493
1.63E+12,2021-09-29T13.36.40.197,9.345,-0.628,0.689,0.493
1.63E+12,2021-09-29T13.36.40.203,9.351,-0.631,0.692,0.492
1.63E+12,2021-09-29T13.36.40.207,9.355,-0.631,0.691,0.492
1.63E+12,2021-09-29T13.36.40.211,9.359,-0.628,0.689,0.492
1.63E+12,2021-09-29T13.36.40.217,9.365,-0.631,0.693,0.494
1.63E+12,2021-09-29T13.36.40.222,9.37,-0.63,0.693,0.495
1.63E+12,2021-09-29T13.36.40.227,9.375,-0.631,0.691,0.493
1.63E+12,2021-09-29T13.36.40.232,9.38,-0.632,0.689,0.492
1.63E+12,2021-09-29T13.36.40.238,9.386,-0.627,0.691,0.495
1.63E+12,2021-09-29T13.36.40.242,9.39,-0.628,0.688,0.494
1.63E+12,2021-09-29T13.36.40.246,9.394,-0.627,0.685,0.492
1.63E+12,2021-09-29T13.36.40.252,9.4,-0.629,0.688,0.491
1.63E+12,2021-09-29T13.36.40.257,9.405,-0.626,0.688,0.492
1.63E+12,2021-09-29T13.36.40.263,9.411,-0.623,0.687,0.494
1.63E+12,2021-09-29T13.36.40.267,9.415,-0.627,0.687,0.493
1.63E+12,2021-09-29T13.36.40.273,9.421,-0.629,0.69,0.496
1.63E+12,2021-09-29T13.36.40.277,9.425,-0.629,0.689,0.493
1.63E+12,2021-09-29T13.36.40.282,9.43,-0.631,0.688,0.493
1.63E+12,2021-09-29T13.36.40.287,9.435,-0.629,0.688,0.494
1.63E+12,2021-09-29T13.36.40.292,9.44,-0.628,0.688,0.495
1.63E+12,2021-09-29T13.36.40.298,9.446,-0.631,0.689,0.496
1.63E+12,2021-09-29T13.36.40.302,9.45,-0.63,0.688,0.495
1.63E+12,2021-09-29T13.36.40.308,9.456,-0.628,0.689,0.493
1.63E+12,2021-09-29T13.36.40.312,9.46,-0.63,0.688,0.494
1.63E+12,2021-09-29T13.36.40.318,9.466,-0.63,0.686,0.492
1.63E+12,2021-09-29T13.36.40.323,9.471,-0.626,0.687,0.491
1.63E+12,2021-09-29T13.36.40.327,9.475,-0.627,0.689,0.491
1.63E+12,2021-09-29T13.36.40.333,9.481,-0.627,0.688,0.494
1.63E+12,2021-09-29T13.36.40.337,9.485,-0.628,0.683,0.491
1.63E+12,2021-09-29T13.36.40.343,9.491,-0.628,0.684,0.489
1.63E+12,2021-09-29T13.36.40.348,9.496,-0.625,0.685,0.492
1.63E+12,2021-09-29T13.36.40.353,9.501,-0.628,0.688,0.494
1.63E+12,2021-09-29T13.36.40.358,9.506,-0.628,0.688,0.488
1.63E+12,2021-09-29T13.36.40.362,9.51,-0.628,0.687,0.493
1.63E+12,2021-09-29T13.36.40.368,9.516,-0.631,0.69,0.497
1.63E+12,2021-09-29T13.36.40.372,9.52,-0.63,0.691,0.493
1.63E+12,2021-09-29T13.36.40.378,9.526,-0.63,0.691,0.493
1.63E+12,2021-09-29T13.36.40.383,9.531,-0.63,0.688,0.49
1.63E+12,2021-09-29T13.36.40.389,9.537,-0.626,0.689,0.493
1.63E+12,2021-09-29T13.36.40.393,9.541,-0.624,0.688,0.494
1.63E+12,2021-09-29T13.36.40.397,9.545,-0.628,0.689,0.496
1.63E+12,2021-09-29T13.36.40.403,9.551,-0.628,0.688,0.49
1.63E+12,2021-09-29T13.36.40.408,9.556,-0.627,0.688,0.497
1.63E+12,2021-09-29T13.36.40.413,9.561,-0.625,0.686,0.494
1.63E+12,2021-09-29T13.36.40.418,9.566,-0.624,0.685,0.496
1.63E+12,2021-09-29T13.36.40.424,9.572,-0.625,0.687,0.495
1.63E+12,2021-09-29T13.36.40.428,9.576,-0.63,0.692,0.492
1.63E+12,2021-09-29T13.36.40.432,9.58,-0.626,0.689,0.495
1.63E+12,2021-09-29T13.36.40.438,9.586,-0.631,0.69,0.494
1.63E+12,2021-09-29T13.36.40.443,9.591,-0.628,0.687,0.492
1.63E+12,2021-09-29T13.36.40.449,9.597,-0.63,0.688,0.491
1.63E+12,2021-09-29T13.36.40.453,9.601,-0.629,0.688,0.491
1.63E+12,2021-09-29T13.36.40.459,9.607,-0.63,0.689,0.496
1.63E+12,2021-09-29T13.36.40.463,9.611,-0.628,0.687,0.493
1.63E+12,2021-09-29T13.36.40.469,9.617,-0.628,0.688,0.489
1.63E+12,2021-09-29T13.36.40.474,9.622,-0.629,0.686,0.494
1.63E+12,2021-09-29T13.36.40.478,9.626,-0.63,0.686,0.495
1.63E+12,2021-09-29T13.36.40.484,9.632,-0.628,0.688,0.494
1.63E+12,2021-09-29T13.36.40.488,9.636,-0.627,0.686,0.491
1.63E+12,2021-09-29T13.36.40.494,9.642,-0.627,0.685,0.494
1.63E+12,2021-09-29T13.36.40.498,9.646,-0.63,0.686,0.493
1.63E+12,2021-09-29T13.36.40.504,9.652,-0.629,0.685,0.496
1.63E+12,2021-09-29T13.36.40.509,9.657,-0.631,0.689,0.491
1.63E+12,2021-09-29T13.36.40.513,9.661,-0.628,0.689,0.492
1.63E+12,2021-09-29T13.36.40.519,9.667,-0.631,0.691,0.494
1.63E+12,2021-09-29T13.36.40.523,9.671,-0.633,0.689,0.495
1.63E+12,2021-09-29T13.36.40.529,9.677,-0.628,0.688,0.496
1.63E+12,2021-09-29T13.36.40.534,9.682,-0.633,0.689,0.494
1.63E+12,2021-09-29T13.36.40.539,9.687,-0.633,0.687,0.491
1.63E+12,2021-09-29T13.36.40.544,9.692,-0.629,0.689,0.493
1.63E+12,2021-09-29T13.36.40.548,9.696,-0.626,0.687,0.492
1.63E+12,2021-09-29T13.36.40.554,9.702,-0.629,0.686,0.493
1.63E+12,2021-09-29T13.36.40.558,9.706,-0.63,0.686,0.492
1.63E+12,2021-09-29T13.36.40.564,9.712,-0.627,0.687,0.495
1.63E+12,2021-09-29T13.36.40.569,9.717,-0.628,0.689,0.495
1.63E+12,2021-09-29T13.36.40.575,9.723,-0.627,0.688,0.493
1.63E+12,2021-09-29T13.36.40.579,9.727,-0.628,0.688,0.493
1.63E+12,2021-09-29T13.36.40.583,9.731,-0.63,0.688,0.493
1.63E+12,2021-09-29T13.36.40.589,9.737,-0.631,0.689,0.492
1.63E+12,2021-09-29T13.36.40.594,9.742,-0.63,0.691,0.495
1.63E+12,2021-09-29T13.36.40.599,9.747,-0.631,0.688,0.494
1.63E+12,2021-09-29T13.36.40.604,9.752,-0.627,0.689,0.493
1.63E+12,2021-09-29T13.36.40.610,9.758,-0.629,0.69,0.493
1.63E+12,2021-09-29T13.36.40.614,9.762,-0.63,0.688,0.491
1.63E+12,2021-09-29T13.36.40.620,9.768,-0.63,0.689,0.494
1.63E+12,2021-09-29T13.36.40.624,9.772,-0.629,0.691,0.493
1.63E+12,2021-09-29T13.36.40.629,9.777,-0.628,0.688,0.493
1.63E+12,2021-09-29T13.36.40.635,9.783,-0.629,0.688,0.489
1.63E+12,2021-09-29T13.36.40.639,9.787,-0.627,0.687,0.491
1.63E+12,2021-09-29T13.36.40.645,9.793,-0.628,0.687,0.491
1.63E+12,2021-09-29T13.36.40.649,9.797,-0.628,0.688,0.492
1.63E+12,2021-09-29T13.36.40.655,9.803,-0.627,0.687,0.494
1.63E+12,2021-09-29T13.36.40.660,9.808,-0.629,0.688,0.493
1.63E+12,2021-09-29T13.36.40.664,9.812,-0.63,0.687,0.494
1.63E+12,2021-09-29T13.36.40.670,9.818,-0.632,0.69,0.494
1.63E+12,2021-09-29T13.36.40.674,9.822,-0.632,0.689,0.493
1.63E+12,2021-09-29T13.36.40.680,9.828,-0.631,0.688,0.494
1.63E+12,2021-09-29T13.36.40.684,9.832,-0.629,0.688,0.493
1.63E+12,2021-09-29T13.36.40.690,9.838,-0.629,0.688,0.494
1.63E+12,2021-09-29T13.36.40.695,9.843,-0.628,0.689,0.496
1.63E+12,2021-09-29T13.36.40.699,9.847,-0.628,0.69,0.494
1.63E+12,2021-09-29T13.36.40.705,9.853,-0.628,0.688,0.491
1.63E+12,2021-09-29T13.36.40.709,9.857,-0.627,0.686,0.496
1.63E+12,2021-09-29T13.36.40.715,9.863,-0.63,0.684,0.496
1.63E+12,2021-09-29T13.36.40.720,9.868,-0.625,0.684,0.496
1.63E+12,2021-09-29T13.36.40.725,9.873,-0.625,0.689,0.493
1.63E+12,2021-09-29T13.36.40.730,9.878,-0.63,0.689,0.492
1.63E+12,2021-09-29T13.36.40.734,9.882,-0.629,0.688,0.492
1.63E+12,2021-09-29T13.36.40.740,9.888,-0.631,0.688,0.495
1.63E+12,2021-09-29T13.36.40.744,9.892,-0.63,0.688,0.495
1.63E+12,2021-09-29T13.36.40.750,9.898,-0.631,0.688,0.492
1.63E+12,2021-09-29T13.36.40.755,9.903,-0.632,0.689,0.494
1.63E+12,2021-09-29T13.36.40.761,9.909,-0.631,0.69,0.49
1.63E+12,2021-09-29T13.36.40.765,9.913,-0.629,0.691,0.491
1.63E+12,2021-09-29T13.36.40.769,9.917,-0.63,0.688,0.495
1.63E+12,2021-09-29T13.36.40.775,9.923,-0.629,0.688,0.494
1.63E+12,2021-09-29T13.36.40.780,9.928,-0.628,0.688,0.49
1.63E+12,2021-09-29T13.36.40.786,9.934,-0.628,0.692,0.493
1.63E+12,2021-09-29T13.36.40.790,9.938,-0.628,0.687,0.496
1.63E+12,2021-09-29T13.36.40.796,9.944,-0.628,0.684,0.489
1.63E+12,2021-09-29T13.36.40.800,9.948,-0.627,0.686,0.49
1.63E+12,2021-09-29T13.36.40.806,9.954,-0.63,0.689,0.493
1.63E+12,2021-09-29T13.36.40.810,9.958,-0.63,0.687,0.492
1.63E+12,2021-09-29T13.36.40.815,9.963,-0.628,0.688,0.494
1.63E+12,2021-09-29T13.36.40.821,9.969,-0.631,0.689,0.494
1.63E+12,2021-09-29T13.36.40.825,9.973,-0.631,0.688,0.497
1.63E+12,2021-09-29T13.36.40.831,9.979,-0.63,0.689,0.497
1.63E+12,2021-09-29T13.36.40.835,9.983,-0.629,0.689,0.496
1.63E+12,2021-09-29T13.36.40.841,9.989,-0.63,0.689,0.494
1.63E+12,2021-09-29T13.36.40.846,9.994,-0.632,0.689,0.493
1.63E+12,2021-09-29T13.36.40.850,9.998,-0.629,0.688,0.492
1.63E+12,2021-09-29T13.36.40.856,10.004,-0.628,0.687,0.491
1.63E+12,2021-09-29T13.36.40.860,10.008,-0.629,0.686,0.491
1.63E+12,2021-09-29T13.36.40.866,10.014,-0.632,0.685,0.496
1.63E+12,2021-09-29T13.36.40.870,10.018,-0.63,0.685,0.491
1.63E+12,2021-09-29T13.36.40.876,10.024,-0.632,0.685,0.491
1.63E+12,2021-09-29T13.36.40.881,10.029,-0.629,0.688,0.494
1.63E+12,2021-09-29T13.36.40.885,10.033,-0.63,0.686,0.493
1.63E+12,2021-09-29T13.36.40.891,10.039,-0.631,0.686,0.492
1.63E+12,2021-09-29T13.36.40.895,10.043,-0.629,0.688,0.491
1.63E+12,2021-09-29T13.36.40.901,10.049,-0.63,0.689,0.491
1.63E+12,2021-09-29T13.36.40.906,10.054,-0.633,0.69,0.497
1.63E+12,2021-09-29T13.36.40.911,10.059,-0.63,0.69,0.493
1.63E+12,2021-09-29T13.36.40.916,10.064,-0.629,0.69,0.492
1.63E+12,2021-09-29T13.36.40.920,10.068,-0.63,0.691,0.491
1.63E+12,2021-09-29T13.36.40.926,10.074,-0.63,0.688,0.492
1.63E+12,2021-09-29T13.36.40.932,10.08,-0.628,0.69,0.493
1.63E+12,2021-09-29T13.36.40.936,10.084,-0.628,0.69,0.492
1.63E+12,2021-09-29T13.36.40.941,10.089,-0.626,0.689,0.495
1.63E+12,2021-09-29T13.36.40.947,10.095,-0.628,0.687,0.495
1.63E+12,2021-09-29T13.36.40.951,10.099,-0.628,0.686,0.494
1.63E+12,2021-09-29T13.36.40.957,10.105,-0.629,0.688,0.492
1.63E+12,2021-09-29T13.36.40.961,10.109,-0.627,0.688,0.494
1.63E+12,2021-09-29T13.36.40.966,10.114,-0.629,0.688,0.493
1.63E+12,2021-09-29T13.36.40.972,10.12,-0.627,0.688,0.495
1.63E+12,2021-09-29T13.36.40.976,10.124,-0.627,0.69,0.494
1.63E+12,2021-09-29T13.36.40.982,10.13,-0.633,0.688,0.492
1.63E+12,2021-09-29T13.36.40.986,10.134,-0.631,0.686,0.492
1.63E+12,2021-09-29T13.36.40.992,10.14,-0.63,0.689,0.49
1.63E+12,2021-09-29T13.36.40.996,10.144,-0.634,0.691,0.49
1.63E+12,2021-09-29T13.36.41.001,10.149,-0.628,0.691,0.491
1.63E+12,2021-09-29T13.36.41.007,10.155,-0.628,0.688,0.494
1.63E+12,2021-09-29T13.36.41.011,10.159,-0.631,0.686,0.496
1.63E+12,2021-09-29T13.36.41.017,10.165,-0.629,0.687,0.496
1.63E+12,2021-09-29T13.36.41.021,10.169,-0.629,0.687,0.494
1.63E+12,2021-09-29T13.36.41.027,10.175,-0.63,0.686,0.493
1.63E+12,2021-09-29T13.36.41.032,10.18,-0.628,0.687,0.495
1.63E+12,2021-09-29T13.36.41.036,10.184,-0.631,0.687,0.493
1.63E+12,2021-09-29T13.36.41.042,10.19,-0.631,0.689,0.493
1.63E+12,2021-09-29T13.36.41.046,10.194,-0.63,0.69,0.492
1.63E+12,2021-09-29T13.36.41.052,10.2,-0.627,0.688,0.494
1.63E+12,2021-09-29T13.36.41.057,10.205,-0.626,0.689,0.494
1.63E+12,2021-09-29T13.36.41.062,10.21,-0.628,0.69,0.491
1.63E+12,2021-09-29T13.36.41.067,10.215,-0.631,0.689,0.494
1.63E+12,2021-09-29T13.36.41.071,10.219,-0.631,0.689,0.495
1.63E+12,2021-09-29T13.36.41.077,10.225,-0.629,0.691,0.497
1.63E+12,2021-09-29T13.36.41.081,10.229,-0.632,0.689,0.493
1.63E+12,2021-09-29T13.36.41.087,10.235,-0.628,0.691,0.492
1.63E+12,2021-09-29T13.36.41.092,10.24,-0.625,0.688,0.492
1.63E+12,2021-09-29T13.36.41.098,10.246,-0.629,0.688,0.495
1.63E+12,2021-09-29T13.36.41.102,10.25,-0.63,0.688,0.49
1.63E+12,2021-09-29T13.36.41.108,10.256,-0.626,0.686,0.496
1.63E+12,2021-09-29T13.36.41.112,10.26,-0.632,0.688,0.494
1.63E+12,2021-09-29T13.36.41.117,10.265,-0.631,0.688,0.491
1.63E+12,2021-09-29T13.36.41.122,10.27,-0.627,0.688,0.493
1.63E+12,2021-09-29T13.36.41.127,10.275,-0.626,0.688,0.493
1.63E+12,2021-09-29T13.36.41.133,10.281,-0.629,0.69,0.49
1.63E+12,2021-09-29T13.36.41.137,10.285,-0.634,0.689,0.493
1.63E+12,2021-09-29T13.36.41.143,10.291,-0.63,0.687,0.494
1.63E+12,2021-09-29T13.36.41.147,10.295,-0.63,0.69,0.492
1.63E+12,2021-09-29T13.36.41.152,10.3,-0.631,0.693,0.492
1.63E+12,2021-09-29T13.36.41.158,10.306,-0.63,0.69,0.494
1.63E+12,2021-09-29T13.36.41.162,10.31,-0.627,0.688,0.491
1.63E+12,2021-09-29T13.36.41.168,10.316,-0.625,0.687,0.492
1.63E+12,2021-09-29T13.36.41.172,10.32,-0.628,0.687,0.493
1.63E+12,2021-09-29T13.36.41.178,10.326,-0.63,0.685,0.496
1.63E+12,2021-09-29T13.36.41.182,10.33,-0.628,0.688,0.494
1.63E+12,2021-09-29T13.36.41.187,10.335,-0.627,0.688,0.492
1.63E+12,2021-09-29T13.36.41.193,10.341,-0.627,0.686,0.493
1.63E+12,2021-09-29T13.36.41.197,10.345,-0.628,0.686,0.497
1.63E+12,2021-09-29T13.36.41.203,10.351,-0.63,0.688,0.494
1.63E+12,2021-09-29T13.36.41.207,10.355,-0.63,0.688,0.494
1.63E+12,2021-09-29T13.36.41.213,10.361,-0.632,0.688,0.495
1.63E+12,2021-09-29T13.36.41.218,10.366,-0.63,0.69,0.493
1.63E+12,2021-09-29T13.36.41.222,10.37,-0.631,0.689,0.492
1.63E+12,2021-09-29T13.36.41.228,10.376,-0.631,0.686,0.492
1.63E+12,2021-09-29T13.36.41.232,10.38,-0.63,0.689,0.49
1.63E+12,2021-09-29T13.36.41.238,10.386,-0.628,0.687,0.494
1.63E+12,2021-09-29T13.36.41.243,10.391,-0.629,0.686,0.495
1.63E+12,2021-09-29T13.36.41.248,10.396,-0.629,0.686,0.494
1.63E+12,2021-09-29T13.36.41.253,10.401,-0.628,0.687,0.496
1.63E+12,2021-09-29T13.36.41.259,10.407,-0.627,0.686,0.496
1.63E+12,2021-09-29T13.36.41.263,10.411,-0.626,0.688,0.494
1.63E+12,2021-09-29T13.36.41.267,10.415,-0.625,0.69,0.493
1.63E+12,2021-09-29T13.36.41.273,10.421,-0.628,0.686,0.49
1.63E+12,2021-09-29T13.36.41.278,10.426,-0.627,0.687,0.49
1.63E+12,2021-09-29T13.36.41.284,10.432,-0.628,0.688,0.496
1.63E+12,2021-09-29T13.36.41.288,10.436,-0.629,0.686,0.492
1.63E+12,2021-09-29T13.36.41.294,10.442,-0.63,0.688,0.491
1.63E+12,2021-09-29T13.36.41.298,10.446,-0.631,0.687,0.493
1.63E+12,2021-09-29T13.36.41.303,10.451,-0.633,0.69,0.497
1.63E+12,2021-09-29T13.36.41.308,10.456,-0.632,0.686,0.49
1.63E+12,2021-09-29T13.36.41.313,10.461,-0.629,0.686,0.491
1.63E+12,2021-09-29T13.36.41.319,10.467,-0.631,0.688,0.494
1.63E+12,2021-09-29T13.36.41.323,10.471,-0.631,0.688,0.49
1.63E+12,2021-09-29T13.36.41.329,10.477,-0.63,0.688,0.493
1.63E+12,2021-09-29T13.36.41.333,10.481,-0.627,0.688,0.494
1.63E+12,2021-09-29T13.36.41.338,10.486,-0.627,0.686,0.492
1.63E+12,2021-09-29T13.36.41.344,10.492,-0.629,0.688,0.492
1.63E+12,2021-09-29T13.36.41.348,10.496,-0.631,0.686,0.491
1.63E+12,2021-09-29T13.36.41.354,10.502,-0.629,0.69,0.495
1.63E+12,2021-09-29T13.36.41.358,10.506,-0.628,0.689,0.492
1.63E+12,2021-09-29T13.36.41.364,10.512,-0.629,0.688,0.493
1.63E+12,2021-09-29T13.36.41.369,10.517,-0.627,0.69,0.489
1.63E+12,2021-09-29T13.36.41.374,10.522,-0.629,0.691,0.491
1.63E+12,2021-09-29T13.36.41.379,10.527,-0.63,0.688,0.495
1.63E+12,2021-09-29T13.36.41.383,10.531,-0.628,0.688,0.497
1.63E+12,2021-09-29T13.36.41.389,10.537,-0.628,0.691,0.496
1.63E+12,2021-09-29T13.36.41.393,10.541,-0.625,0.687,0.491
1.63E+12,2021-09-29T13.36.41.399,10.547,-0.627,0.687,0.492
1.63E+12,2021-09-29T13.36.41.404,10.552,-0.63,0.688,0.492
1.63E+12,2021-09-29T13.36.41.408,10.556,-0.63,0.687,0.495
1.63E+12,2021-09-29T13.36.41.414,10.562,-0.628,0.683,0.492
1.63E+12,2021-09-29T13.36.41.418,10.566,-0.627,0.688,0.495
1.63E+12,2021-09-29T13.36.41.424,10.572,-0.63,0.689,0.496
1.63E+12,2021-09-29T13.36.41.429,10.577,-0.63,0.687,0.494
1.63E+12,2021-09-29T13.36.41.436,10.584,-0.628,0.687,0.492
1.63E+12,2021-09-29T13.36.41.439,10.587,-0.627,0.69,0.492
1.63E+12,2021-09-29T13.36.41.445,10.593,-0.629,0.69,0.492
1.63E+12,2021-09-29T13.36.41.449,10.597,-0.626,0.691,0.493
1.63E+12,2021-09-29T13.36.41.453,10.601,-0.627,0.692,0.493
1.63E+12,2021-09-29T13.36.41.459,10.607,-0.631,0.688,0.492
1.63E+12,2021-09-29T13.36.41.464,10.612,-0.631,0.687,0.494
1.63E+12,2021-09-29T13.36.41.470,10.618,-0.629,0.688,0.49
1.63E+12,2021-09-29T13.36.41.474,10.622,-0.634,0.689,0.492
1.63E+12,2021-09-29T13.36.41.480,10.628,-0.631,0.688,0.489
1.63E+12,2021-09-29T13.36.41.484,10.632,-0.628,0.686,0.49
1.63E+12,2021-09-29T13.36.41.489,10.637,-0.627,0.687,0.494
1.63E+12,2021-09-29T13.36.41.494,10.642,-0.627,0.687,0.49
1.63E+12,2021-09-29T13.36.41.499,10.647,-0.627,0.688,0.493
1.63E+12,2021-09-29T13.36.41.505,10.653,-0.629,0.688,0.495
1.63E+12,2021-09-29T13.36.41.509,10.657,-0.627,0.689,0.496
1.63E+12,2021-09-29T13.36.41.515,10.663,-0.631,0.69,0.496
1.63E+12,2021-09-29T13.36.41.519,10.667,-0.631,0.688,0.491
1.63E+12,2021-09-29T13.36.41.525,10.673,-0.629,0.688,0.492
1.63E+12,2021-09-29T13.36.41.530,10.678,-0.63,0.689,0.493
1.63E+12,2021-09-29T13.36.41.534,10.682,-0.631,0.69,0.493
1.63E+12,2021-09-29T13.36.41.540,10.688,-0.63,0.688,0.496
1.63E+12,2021-09-29T13.36.41.544,10.692,-0.63,0.688,0.493
1.63E+12,2021-09-29T13.36.41.550,10.698,-0.63,0.689,0.495
1.63E+12,2021-09-29T13.36.41.555,10.703,-0.629,0.685,0.495
1.63E+12,2021-09-29T13.36.41.559,10.707,-0.628,0.688,0.492
1.63E+12,2021-09-29T13.36.41.565,10.713,-0.631,0.69,0.492
1.63E+12,2021-09-29T13.36.41.569,10.717,-0.627,0.689,0.495
1.63E+12,2021-09-29T13.36.41.575,10.723,-0.628,0.687,0.496
1.63E+12,2021-09-29T13.36.41.579,10.727,-0.629,0.686,0.493
1.63E+12,2021-09-29T13.36.41.585,10.733,-0.629,0.688,0.494
1.63E+12,2021-09-29T13.36.41.590,10.738,-0.628,0.688,0.491
1.63E+12,2021-09-29T13.36.41.594,10.742,-0.627,0.689,0.493
1.63E+12,2021-09-29T13.36.41.600,10.748,-0.629,0.69,0.494
1.63E+12,2021-09-29T13.36.41.604,10.752,-0.628,0.688,0.494
